SUID,shared name,name,selected,Name,GS_DESCR,GS_Type,Genes,gs_size,pvalue,fdr_qvalue,fwer_qvalue,ES,NES,Colouring
4672,GO:0000466,GO:0000466,FALSE,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",ENR,CNA02760|CNA00790|CNA08280|CNC02570|CNB02570|CNC02010|CND02660|CNA01540|CND03780|CND04200|CNG03270|CNI01730|CNN00090|CNF01680|CNL05200|CND04240|CNC03940|CND05090|CNF00090|CNE01810|CNB01260|CNB04640|CND00460|CNJ01990|CND03120|CNE00590|CNE01200|CNE01670|CNF02230|CNF01810|CNM01320|CNN00480|CNB00450|CNG04380|CNI04340,35,0.0255,0.136,0.9587,-0.6631,-1.7461,-0.9745
4673,GO:0005762,GO:0005762,FALSE,GO:0005762,mitochondrial large ribosomal subunit,ENR,CNJ01140|CNJ01410|CNJ02550|CNC01030|CNE02300|CNC02805|CNL05155|CND04400|CNM00390|CNC05240|CNC05320|CNC03070|CNI03760|CNB01910|CNE01960|CNA01000|CNE02690|CNE04980|CNF00040|CNA05170|CNG03160|CNC04580|CNA07010|CNF00580|CNF02270|CNH02760|CNJ00980|CNI02170|CNB03010|CNI02560|CNI03170|CNB04500,32,0.025,0.1347,0.9946,-0.6453,-1.6688,-0.975
4674,GO:0097384,GO:0097384,FALSE,GO:0097384,cellular lipid biosynthetic process,ENR,CNB03100|CNJ00460|CNC02410|CNM00100|CNC04470|CNC05080|CNC05660|CNC06200|CND01320|CND02520|CND06110|CNA00300|CNA01070|CNA01960|CNF03720|CNF04830|CNG02670|CNA08290|CNH01240,19,0.0459,0.1931,1,-0.667,-1.5455,-0.9541
4675,GO:0006334,GO:0006334,FALSE,GO:0006334,nucleosome assembly,ENR,CNA00540|CNA06970|CNB00560|CNI02950|CNB00570|CNL04080|CNB05610|CNC00880|CNC01110|CNA00750|CNC01610|CNE04440|CNC05330|CNJ02540|CNI03050|CNL05670,16,0.0292,0.1695,0.9998,-0.779,-1.5803,-0.9708
4676,GO:0031109,GO:0031109,FALSE,GO:0031109,microtubule polymerization or depolymerization,ENR,CNC02405|CNC06070|CNA01600|CNE05100|CNH02000|CNE01760|CNI02480|CNM00940|CNG02140|CNC00810|CNA01750|CNK00170|CNA03095|CNM00440|CNA02470|CNB04790|CNA02860,17,0.0362,0.1804,1,-0.6793,-1.564,-0.9638
4677,GO:0003735,GO:0003735,FALSE,GO:0003735,structural constituent of ribosome,ENR,CNB04730|CNB04930|CNB05510|CNC00700|CNC01030|CNA02220|CNC01900|CNC02805|CNC02880|CND02780|CNC03760|CNC04290|CND04400|CNC04305|CNC04540|CNC05240|CNC05320|CND03060|CNI03760|CND03460|CND04600|CND05700|CNE01960|CNE02160|CNE02170|CNE02690|CNE04000|CNE04980|CNF00040|CNF02140|CNF04150|CNG01450|CNG03160|CNG04360|CNH01600|CNH01605|CNH01770|CNH02050|CNH02760|CNI01050|CNI01090|CNI01480|CNI02170|CNI02560|CNI03170|CNJ01140|CNJ01410|CNJ01560|CNJ02260|CNJ02550|CNJ03110|CNJ03120|CNE02300|CNK01360|CNK02900|CNK03080|CNK03100|CNL05120|CNL05280|CNM01020|CNM02240|CNM02320|CNN01910|CND04200|CNB01910|CNB02360|CNC00350|CNC01630|CNC03010|CNC05360|CNC06990|CNE03060|CNA06350|CNG00300|CNG02920|CNJ03370|CNK02240|CNC04580|CNC06100|CND02610|CND02960|CNF00580|CND06280|CNF02270|CNB02750|CNF00670|CNJ00980|CNF01650|CNF03840|CNG02740|CNE01910|CNI02150|CND02790|CNI04340|CND04480|CNK01950|CNK03230|CNG02250|CNG03720|CNA00250|CNA01060|CNA06360|CNA06820|CNA07490|CNB02420|CNE03910|CNB04880|CNB05030|CNC03070|CNC01410|CNE03920|CNC06940|CND05910|CNA01000|CNF01790|CNF02150|CNA03330|CNG00830|CNG01090|CNA04850|CNG03520|CNA04940|CNI01120|CNA05170|CNA05210|CNJ01920|CNA05910|CNA06200|CNL03960|CNA06500|CNN01720|CNA07010|CNA07570|CNA07960|CNA07980|CNB02740|CNB02870|CNB03010|CNB04500,139,0,2e-04,4e-04,-0.7726,-2.298,-1
4678,GO:0000470,GO:0000470,FALSE,GO:0000470,maturation of LSU-rRNA,ENR,CNA06360|CNB02220|CNA07490|CNB02570|CNC04220|CNC05560|CNC01420|CND02475|CNC03070|CNE03920|CNH02040|CNJ00650|CNE01710|CND04240|CNC02820|CNF04820|CNB01260|CNB04640|CNC04880|CND00460|CND03120|CNE00590|CNE01670|CNF02230|CNF01810|CNH01340|CNM01320|CNN00480|CNH02690|CNB01060|CNG01500,31,0.0062,0.0834,0.6326,-0.7437,-1.9355,-0.9938
4679,GO:0051253,GO:0051253,FALSE,GO:0051253,negative regulation of RNA metabolic process,ENR,CNA06620|CNA06550|CNE01490|CNH00290|CND02530|CNA02220|CND03645|CNL04080|CNF01870|CNL05000|CNI04110|CNG00240|CNC05330|CNA07200|CNI03050|CNM01520|CNN00500|CNI03280|CND03210|CND03540|CNF04670|CNG01430|CNN00550|CNB03160|CND04520|CNF01960|CNG02110|CND04550|CND05540|CNA03840|CNB04370|CNA03420|CNA08010|CNA00400|CNG03620|CNA01820|CNB04890|CNA06710|CNB03080|CNB03300|CNC00780|CNC02990|CNC01750|CNC05810|CNC05900|CND01430|CND03250|CND03730|CND05440|CNE01280|CNE01590|CNE02030|CNE04500|CNA02740|CNE05010|CNE05140|CNF01160|CNF01740|CNF02900|CNH03370|CNJ00250|CNJ00280|CND05810|CNI02950|CNI03430|CNJ02920|CNK00090|CNK02070|CNK03060|CNK03070|CNM00930|CNE03830|CNK03050|CNF02840|CNA05430|CNG01230|CNE04710|CNA06070|CNC05020|CNC05310|CNK02230|CNF01810|CNB05360|CNF01550|CNM01210|CND01880|CNB00550|CND03070,88,0,0.0684,0.4823,-0.6682,-1.9812,-1
4680,GO:0042393,GO:0042393,FALSE,GO:0042393,histone binding,ENR,CNG02500|CNK02030|CNC02200|CNC02310|CNE03230|CNG00240|CNK01390|CNE03830|CNM00780|CNN00500|CNN01180|CNE04020|CNG01620|CNB03160|CNA05430|CND04680|CND04550|CNH02980|CNL04590|CNF00080|CNB04370|CND06010|CNA06970|CNK02230|CNB05610|CNC01110|CNA00750|CNC01610|CNE04440|CNL05670|CNA06400|CNC01750|CND04210|CNF01190|CNF02160|CNF02300|CNK02970,37,0.0432,0.1953,1,-0.5984,-1.5488,-0.9568
4681,GO:0042273,GO:0042273,FALSE,GO:0042273,ribosomal large subunit biogenesis,ENR,CNA06980|CNA07310|CNA07990|CND03550|CNA08220|CNA04950|CNB00600|CNI03640|CNA06470|CNJ00650|CNB01910|CNH00700|CNB02360|CNN00090|CNB02830|CNB03680|CNN01880|CNC00350|CND04240|CNC00500|CNC01060|CNC01630|CNC02820|CNB01260|CNC03010|CNB04640|CNC05360|CNC04880|CNC05710|CNC06990|CND00460|CND03120|CNE00590|CND05450|CNE01670|CNF02230|CNE03060|CNH01340|CNG00300|CNM01320|CNG01700|CNN00480|CNG02920|CNH02690|CNJ01380|CNJ03370|CNK02240|CNB01060|CNC00240|CNG01500|CNJ00230|CNF02580|CNJ02260|CNG01950|CNH01320|CNA03780|CNA06360|CNB02220|CNA07490|CNB02570|CNC04220|CNC05560|CNC01420|CND02475|CNB05030|CNC03070|CNE03920|CND02300|CNH02040|CNE01710|CNF04820|CNF01790|CNF01810|CNB05550,74,0,0.0011,0.0036,-0.7564,-2.2336,-1
4682,GO:0042274,GO:0042274,FALSE,GO:0042274,ribosomal small subunit biogenesis,ENR,CND02780|CNC02570|CNJ00090|CNN00700|CNA08220|CNB03110|CNG02750|CNA01540|CNG04080|CND03780|CND04200|CNG03270|CNI01730|CNN00090|CNL05200|CNN01780|CNB04100|CNB01260|CNE01200|CNA05930|CNA05935|CNA07030|CNB05580|CNA07530|CNA08230|CND02550|CNB00040|CNB00450|CNG03650|CNB00540|CNC06100|CNB01060|CND02960|CNB01090|CND06280|CNE01090|CNB02750|CNF00670|CNB05270|CNF01650|CNB05450|CNF03840|CNG01500|CNC02190|CNG00800|CNC02340|CNG02740|CNC05910|CNG04380|CNC06360|CNI02150|CND02790|CNI04340|CND04480|CNK01950|CND05510|CNK03230|CNE02190|CNE03760|CNC01960|CNF04700|CNG01210|CNG02245|CNG02250|CNG02830|CNG02910|CNG03720|CNH02180|CNI01530|CNI01790|CNI02850|CNL04010|CNM00140|CNM00160|CNL03890|CNN00950|CNN01370|CNA00950|CNC01420|CNA04300|CNC06340|CNH02460|CNN01500|CNF00090|CNL04720|CNJ00110|CNJ01990|CNN01050|CNI01120|CNM02290|CNB00340,91,0,0.0289,0.1776,-0.7063,-2.0742,-1
4683,GO:0140102,GO:0140102,FALSE,GO:0140102,"catalytic activity, acting on a rRNA",ENR,CNF03010|CNI01820|CNJ00110|CNJ01990|CNJ02130|CNK00110|CNA02480|CNB02220|CNB02570|CNB05130|CNB05160|CNC01420|CNC04020|CND02300,14,0.0152,0.1483,0.987,-0.7685,-1.6935,-0.9848
4684,GO:0098869,GO:0098869,FALSE,GO:0098869,cellular oxidant detoxification,ENR,CNH00120|CNK00130|CNE01560|CNL06340|CNN00220|CNK02140|CNK02750|CNA05600|CND01340|CNA06340|CND01490|CND02630|CNE02520|CNC04710|CNE03890|CNF01260|CNE00580|CNH03740|CNI01590|CNL03740|CNL06020|CNB05410|CNG01100,23,0.0251,0.1688,0.9998,-0.7848,-1.5798,-0.9749
4685,GO:0051539,GO:0051539,FALSE,GO:0051539,"4 iron, 4 sulfur cluster binding",ENR,CNG01590|CNE03090|CNH01530|CNG03480|CNK01430|CNK00950|CNA04420|CND02620|CNB01310|CNE03980|CNL05770|CNC02920|CNM01770|CNL05500|CNJ01730|CNF03970|CNA00720|CNA04710|CNK00580|CNB05220|CNA00660|CND04070|CNB03700|CNE01920|CNE02800|CNL04340|CNG01900|CNK00560|CNA02270|CNI03410|CNF04130,31,1e-04,0.0241,0.0975,0.9263,1.5755,0.9999
4686,GO:0051536,GO:0051536,FALSE,GO:0051536,iron-sulfur cluster binding,ENR,CNI03830|CNG01590|CNE03090|CNH01530|CNG03480|CNL06050|CNK01430|CNK00950|CNA04420|CND02620|CNB01310|CNE03980|CNL05770|CNB04720|CNM00720|CNG02260|CNC02920|CNM01770|CNL05500|CNC05590|CNJ02910|CNJ01730|CNF03970|CNA00720|CNC07090|CNA04710|CNC03310|CNK00580|CNB05220|CNA00660|CND04070|CND05570|CNB03700|CND05560|CNE01920|CNE04050|CNE02310|CNE02800|CNL04340|CNG01900|CNK00560|CNA02270|CNI03410|CNF04130|CNG00160,45,0,0.003,0.0085,0.9179,1.6043,1
4687,GO:0051537,GO:0051537,FALSE,GO:0051537,"2 iron, 2 sulfur cluster binding",ENR,CNI03830|CNC02920|CNC05590|CNG03480|CNL06050|CNF03970|CNC07090|CNA04710|CNC03310|CNB05220|CND05570|CNE04050|CNE02310|CNB04720|CNM00720|CNG00160|CNG02260,17,0.0023,0.1297,0.7301,0.9207,1.534,0.9977
4688,GO:0016125,GO:0016125,FALSE,GO:0016125,sterol metabolic process,ENR,CNB03100|CNC00950|CNC02410|CNC04470|CNC05080|CNL04950|CNC05660|CNC06200|CND01320|CNI00460|CND02520|CND06110|CNF01130|CNF03720|CNF04830|CNG02670|CNH01240|CNJ00460|CNM00100|CNG03470|CNA05010|CNG03260|CNA00300|CNA01070|CNA01960|CNA08290,26,0.0245,0.1357,0.9981,-0.6682,-1.6427,-0.9755
4689,GO:0016126,GO:0016126,FALSE,GO:0016126,sterol biosynthetic process,ENR,CNB03100|CNJ00460|CNC02410|CNM00100|CNC04470|CNC05080|CNL04950|CNC05660|CNC06200|CNA05010|CND01320|CND02520|CNG03260|CND06110|CNA00300|CNA01070|CNA01960|CNF03720|CNF04830|CNG02670|CNA08290|CNH01240,22,0.0211,0.1293,0.9964,-0.698,-1.6569,-0.9789
4690,GO:0016469,GO:0016469,FALSE,GO:0016469,proton-transporting two-sector ATPase complex,ENR,CND01180|CNA02690|CNE02210|CNL04630|CNJ02380|CND02320|CNK03340|CNA04290|CNI01180|CNC03840|CNA05160|CNF01900|CNA05420|CNF02860|CNA06920|CNC06660|CNC05260|CNB04580|CNG02790|CNC05720|CND03280|CNC00590|CNE00750|CNF02280|CNB00330|CNF00570|CNC00990|CND00340,28,0.0147,0.1412,0.9698,-0.684,-1.7309,-0.9853
4691,GO:0006383,GO:0006383,FALSE,GO:0006383,transcription by RNA polymerase III,ENR,CNB00830|CNF03750|CNA03120|CNI03090|CNB01370|CND03040|CNG00720|CNA07710|CNJ00810|CNB00680|CNB03420|CNN01440|CNI02630|CNA06010|CNE05090|CND05540|CNH01090|CNJ01580|CNC05180|CNF00390|CNL05020|CNN00360|CNF00660|CNI00420|CNE00450|CNF02800|CNI01770,27,0.0381,0.1682,0.9998,-0.643,-1.5783,-0.9619
4692,GO:0007076,GO:0007076,FALSE,GO:0007076,mitotic chromosome condensation,ENR,CNA03600|CNG01400|CNG04180|CND04050|CNA05290|CNA06590|CNB02030|CNL06800|CNI03280|CND01850|CND05500|CNC01750|CNE00970|CNK02970,14,0.0155,0.1402,0.9943,-0.7932,-1.6706,-0.9845
4693,GO:0022626,GO:0022626,FALSE,GO:0022626,cytosolic ribosome,ENR,CNB05510|CNC00700|CNA02220|CND02780|CNC03760|CNC04290|CNC04540|CNC02150|CNA08220|CNB00600|CND03460|CND04200|CNB02360|CNK01450|CNE05130|CNL05370|CNC00350|CND05660|CND05700|CNC01630|CNC03010|CNE02160|CNC05360|CNE02170|CNC06990|CNE03060|CNA06350|CNG00300|CNF04150|CNG02920|CNG04360|CNJ03370|CNH00340|CNK02240|CNC06100|CNH01605|CND02960|CNH01770|CNB01090|CND06280|CNH02050|CNB02750|CNF00670|CNF01650|CNI01050|CNF03840|CNI01090|CNG02740|CNE01910|CND02790|CNI04340|CND04480|CNK03230|CNJ01560|CNJ02260|CNJ03120|CNG03720|CNK02900|CNK03100|CNA00250|CNA01060|CNA06360|CNA06820|CNA07490|CNM01020|CNB02420|CNJ00520|CNB04880|CNB05030|CNC03070|CNM02240|CNC01410|CNE03920|CNM02320|CNH02040|CNC06940|CND03100|CND05910|CNF01790|CNF02150|CNG00830|CNH01270|CNG01090|CNG03520|CNI01120|CNM01750|CNJ01920|CNA06200|CNL03960|CNA06500|CNN01720|CNA07570|CNA07960|CNA07980|CNB02740,95,0,0,0,-0.8229,-2.3824,-1
4694,GO:0009892,GO:0009892,FALSE,GO:0009892,negative regulation of metabolic process,ENR,CNA00070|CNA00780|CNH02800|CND02530|CND03645|CNL05000|CNA03070|CNB00500|CNC02960|CNC05100|CND05240|CNE03620|CNF01240|CNF01510|CNG03015|CND03540|CNI02710|CNL03950|CNH02480|CND04520|CNF01960|CND04550|CND05540|CNA03840|CNA07480|CNA08010|CNA00930|CNC02045|CNB04890|CND00800|CNF01580|CNH03800|CNJ00640|CNC01550|CNK00330|CNK02250|CNC01750|CNL03800|CNL06030|CNL06610|CNE01590|CNJ00490|CNM01470|CND05810|CNE03830|CNF00340|CNC07110|CNJ01400|CNF02840|CNM02320|CNG01230|CNE04710|CNG04180|CNC05120|CNH01270|CNC00420|CNJ01100|CND01930|CNK02590|CNF03730|CNF03740|CNF03810|CNA06550|CNM01820|CNG00240|CNC05330|CNL05390|CNI03050|CNM01520|CNI03280|CNC02150|CNG01430|CNI04305|CNA03570|CNG02110|CNB02830|CNG02640|CNA03420|CNB03580|CND01590|CNE02360|CNE02660|CNG03620|CNG00150|CNG01260|CNI01890|CNA00790|CNA06430|CNH01750|CNA08280|CNB03280|CNB04870|CNC02010|CNC02210|CNA07860|CNC00910|CNC03360|CNC05460|CND02660|CND04750|CND04760|CND04900|CND05580|CNF01540|CNF01680|CNJ00610|CNF03820|CNH03230|CNG02835|CNG03790|CNJ01520|CNJ02470|CNK00240|CNL04550|CNL06350|CNM01100|CNN00850|CND04940|CND05300|CNF01810|CNG02350|CNJ02640|CNK02890|CND01490|CND01880|CNF00860|CNA00090|CNN01790|CNA02220|CNE00600|CNA07200|CNA07590|CND03210|CNF04670|CNA01700|CNA02740|CNI02950|CNI03430|CNK03050|CNL03890|CNL04090|CNA05430|CNL04590|CNA06070|CNJ00415|CNK02230|CNL05865|CNM01210|CNB00550|CNA06620|CNE01490|CNH00290|CNL04080|CNF01870|CNI04110|CNK01230|CNN00500|CNB02380|CNK03130|CNN00550|CNB03160|CNC03940|CND05090|CNE01810|CNB04370|CNA00400|CNA01820|CNA06710|CNB03080|CNB03300|CNC00780|CNC02990|CNC05810|CNC05900|CND01430|CND03250|CND03730|CND05440|CNE01280|CNE02030|CNE04500|CNE05010|CNE05140|CNF01160|CNF01740|CNF02900|CNH03370|CNJ00250|CNJ00280|CNJ02920|CNK00090|CNK02070|CNK03060|CNK03070|CNM00930|CNC03670|CNC03680|CNC05020|CNC05030|CNF04360|CNC05310|CNB05360|CNF01550|CNA02535|CNB03010|CND03070,206,0,0.1423,0.9989,-0.509,-1.6268,-1
4695,GO:0030490,GO:0030490,FALSE,GO:0030490,maturation of SSU-rRNA,ENR,CNC02570|CNN00700|CNB03110|CNA01540|CND03780|CND04200|CNG03270|CNI01730|CNN00090|CNL05200|CNN01780|CNB04100|CNB01260|CNE01200|CNA05930|CNA05935|CNA07030|CNB05580|CNA07530|CNA08230|CNB00040|CNB00450|CNG03650|CNB00540|CNB01060|CNB01090|CND06280|CNB02750|CNF00670|CNB05270|CNB05450|CNG01500|CNC02190|CNC02340|CNC05910|CNG04380|CNC06360|CNI02150|CND02790|CNI04340|CND04480|CND05510|CNE02190|CNE03760|CNC01960|CNF04700|CNG01210|CNG02245|CNG02250|CNG02830|CNG02910|CNG03720|CNH02180|CNI01530|CNI01790|CNI02850|CNL04010|CNM00140|CNM00160|CNL03890|CNN00950|CNN01370|CNC01420|CNA04300|CNC06340|CNH02460|CNN01500|CNF00090|CNJ00110|CNJ01990|CNN01050|CNB00340,72,0,0.0615,0.4167,-0.6894,-1.9988,-1
4696,GO:0022627,GO:0022627,FALSE,GO:0022627,cytosolic small ribosomal subunit,ENR,CNK03230|CNG03720|CNK02900|CND02780|CNA01060|CNC03760|CNC04290|CNC04540|CNC02150|CNB04880|CNC01410|CND04200|CNK01450|CNL05370|CNE02160|CNH01270|CNG01090|CNF04150|CNI01120|CNG04360|CNA06200|CNH00340|CNA06500|CNC06100|CNH01605|CND02960|CNH01770|CNB01090|CND06280|CNA07960|CNB02750|CNF00670|CNF01650|CNI01050|CNF03840|CNG02740|CNE01910|CND02790|CNI04340|CND04480,40,0,0.0073,0.0312,-0.8144,-2.1695,-1
4697,GO:0002181,GO:0002181,FALSE,GO:0002181,cytoplasmic translation,ENR,CNA02220|CNH01170|CNA03160|CNA06850|CNC02150|CND01480|CNE00550|CNE00740|CNE00790|CNE04090|CNF01530|CNK00210|CNK01450|CNL05370|CNA04920|CNA05850|CNB01420|CND02370|CND05740|CNE01020|CNE03290|CNF04540|CNK01460|CNL05160|CNM00700|CNE03060|CNA06350|CNG00300|CNB01090|CNA03820|CNI04340|CNK00950|CNA00250|CNA01060|CNA05020|CNA06360|CNA06820|CNA07400|CNA07620|CNA07860|CNB02420|CNB04880|CNB05030|CNC01410|CNC01730|CNC02790|CNC05580|CNF01540|CNC06940|CND03100|CND03930|CND05160|CND05910|CNE02090|CNF01790|CNF02150|CNI00230|CNF03250|CNF03650|CNG00830|CNG01090|CNG01320|CNG01390|CNG03520|CNI01120|CNI03980|CNJ01920|CNJ02960|CNK01650|CNL03960|CNM02230|CNN01720|CNK00420,73,0,0.0311,0.21,-0.6988,-2.0624,-1
4698,GO:0009890,GO:0009890,FALSE,GO:0009890,negative regulation of biosynthetic process,ENR,CNN01790|CND03645|CNL05000|CNA07200|CNF01240|CND03210|CND03540|CNF04670|CNH02480|CND04520|CNF01960|CND04550|CND05540|CNA03840|CNA01700|CNA08010|CNB04890|CNC01550|CNC01750|CNE01590|CND05810|CNI02950|CNI03430|CNE03830|CNK03050|CNF00340|CNC07110|CNF02840|CNM02320|CNA05430|CNG01230|CNE04710|CNA06070|CNJ00415|CNH01270|CNK02230|CNL05865|CNM01210|CND01930|CNB00550|CNK02590|CNA06620|CNF03810|CNA06550|CNE01490|CNM01820|CNH00290|CNL04080|CNF01870|CNI04110|CNG00240|CNC05330|CNI03050|CNM01520|CNN00500|CNI03280|CNC02150|CNG01430|CNN00550|CNB03160|CNI04305|CNG02110|CND05090|CNB04370|CNG02640|CNA03420|CNA00400|CNG03620|CNA01820|CNA06710|CNB03080|CNB03300|CNC00780|CNC02990|CNC05810|CNC05900|CND01430|CND03250|CND03730|CND05440|CNE01280|CNE02030|CNE04500|CNE05010|CNE05140|CNF01160|CNF01740|CNF02900|CNH03370|CNJ00250|CNJ00280|CNJ02920|CNK00090|CNK02070|CNK03060|CNK03070|CNM00930|CNA00790|CNA06430|CNH01750|CNA08280|CNB03280|CNB04870|CNC02010|CNC02210|CNC03360|CNC05460|CND02660|CND04750|CND04760|CND04900|CND05580|CNF01540|CNF01680|CNF03820|CNG02835|CNG03790|CNC05020|CNJ01520|CNJ02470|CNK00240|CNF04360|CNL04550|CNC05310|CNL06350|CNM01100|CNN00850|CNF01810|CNG02350|CNB05360|CNF01550|CNB03010|CND01880,133,0,0.1448,0.9889,-0.5562,-1.6891,-1
4699,GO:0043486,GO:0043486,FALSE,GO:0043486,histone exchange,ENR,CNG00510|CNE05140|CND06080|CNJ00880|CNL04080|CNB05610|CNA00990|CNA06840|CNL04590|CNE03830,10,0.0098,0.1441,0.9803,-0.8407,-1.7096,-0.9902
4700,GO:0002183,GO:0002183,FALSE,GO:0002183,cytoplasmic translational initiation,ENR,CNH01170|CNA06850|CNA07620|CNC02150|CNA07860|CND01480|CNE00550|CNE00740|CNE00790|CNE04090|CNC01730|CNF01530|CNK00210|CNK01450|CNL05370|CNA04920|CNA05850|CNB01420|CND02370|CND05740|CNE01020|CNE03290|CNI00230|CNF04540|CNK01460|CNL05160|CNM00700|CNG01390|CNI03980|CNB01090,30,0.0356,0.1596,0.9998,-0.6197,-1.6002,-0.9644
4701,GO:0008202,GO:0008202,FALSE,GO:0008202,steroid metabolic process,ENR,CNB03100|CNC00950|CNC02410|CNC04470|CNC05080|CNL04950|CNC05660|CNC06200|CND01320|CNI00460|CND02520|CND06110|CNF01130|CNF03720|CNF04830|CNG02670|CNH01240|CNJ00460|CNM00100|CNG01830|CNA03510|CNG03470|CNA05010|CNG03260|CNA00300|CNA01070|CNH02490|CNA01960|CNA08290,29,0.025,0.1357,0.9985,-0.6577,-1.6387,-0.975
4702,GO:0000315,GO:0000315,FALSE,GO:0000315,organellar large ribosomal subunit,ENR,CNJ01140|CNJ01410|CNJ02550|CNC01030|CNE02300|CNC02805|CNL05155|CND04400|CNM00390|CNC05240|CNC05320|CNC03070|CNI03760|CNB01910|CNE01960|CNA01000|CNE02690|CNE04980|CNF00040|CNA05170|CNG03160|CNC04580|CNA07010|CNF00580|CNF02270|CNH02760|CNJ00980|CNI02170|CNB03010|CNI02560|CNI03170|CNB04500,32,0.0244,0.1295,0.9964,-0.6453,-1.6581,-0.9756
4703,GO:0022900,GO:0022900,FALSE,GO:0022900,electron transport chain,ENR,CNG00860|CNG02173|CNC02690|CNG02210|CNG03480|CNH02030|CNH02730|CNH02740|CNI00360|CNI02590|CNI03270|CNK02100|CNB01750|CNK03240|CNL04280|CNL04470|CNL04890|CNL05510|CNL05770|CNM00240|CNM00720|CNM01400|CNM01810|CNM02270|CNN01330|CNK01540|CNA01370|CND05770|CNA03530|CNA04420|CNA04680|CNA05000|CNA06950|CNA07460|CNB00800|CNB01310|CNB03380|CNB03500|CNB03640|CNB04460|CNB04720|CNB05410|CNC02900|CNC02910|CNC02920|CNC04560|CNC04660|CNC05480|CNC05590|CNC07090|CND04070|CND04430|CND05570|CND01340|CNE02310|CNE03960|CNF00630|CNF01980|CNF03560|CNG00160,60,1e-04,0.1426,0.7084,0.8622,1.5352,0.9999
4704,GO:0022625,GO:0022625,FALSE,GO:0022625,cytosolic large ribosomal subunit,ENR,CNB05510|CNC00700|CNA02220|CNA08220|CNB00600|CND03460|CNB02360|CNC00350|CND05700|CNC01630|CNC03010|CNC05360|CNE02170|CNC06990|CNE03060|CNA06350|CNG00300|CNG02920|CNJ03370|CNK02240|CNH02050|CNI01090|CNJ01560|CNJ02260|CNJ03120|CNK03100|CNA00250|CNA06360|CNA06820|CNA07490|CNM01020|CNB02420|CNB05030|CNC03070|CNM02240|CNE03920|CNM02320|CNH02040|CNC06940|CND05910|CNF01790|CNF02150|CNG00830|CNG03520|CNJ01920|CNL03960|CNN01720|CNA07570|CNA07980,49,0,1e-04,2e-04,-0.8354,-2.3259,-1
4705,GO:0000313,GO:0000313,FALSE,GO:0000313,organellar ribosome,ENR,CNB04730|CNC01030|CNC01900|CNC02805|CNC02880|CND04400|CNC05240|CNC05320|CNI03760|CNB01910|CND04600|CNE01960|CNE02690|CNE04000|CNE04980|CNF00040|CNF02140|CNG03160|CNC04580|CNH01600|CND02610|CNH01605|CNF00580|CNF02270|CNH02760|CNJ00980|CNI01050|CNI02170|CNI02560|CNI02150|CNI03170|CNK01950|CNJ01140|CNJ01410|CNJ02550|CNG02250|CNE02300|CNK01360|CNL05155|CNM00390|CNC03070|CNB04840|CNN01910|CNA01000|CNA04940|CNA05170|CNA05210|CNA07010|CNB02870|CNB03010|CNB04500,51,0.017,0.138,0.9533,-0.6256,-1.7526,-0.983
